stop_I,lat,lon,name,city_center
775,48.172685,-1.637284,Housset,0
776,48.176867,-1.637055,Marronniers,0
777,48.180198,-1.634708,Haye Renaud Gare,0
778,48.181747,-1.638457,Betton Centre,0
779,48.181986,-1.641399,Betton Mairie,0
780,48.183195,-1.646546,Trégor,0
781,48.180579,-1.652229,Brocéliande,0
782,48.179175,-1.65123,Omblais,0
783,48.182171,-1.616139,Petite Hublais,0
784,48.175419,-1.622928,Cour Neuve,0
785,48.170897,-1.622292,Champ Giron,0
786,48.163742,-1.625164,Tihouït,0
787,48.164087,-1.624866,Tihouït,0
788,48.17048,-1.621949,Champ Giron,0
789,48.175562,-1.622799,Cour Neuve,0
790,48.182036,-1.616164,Petite Hublais,0
791,48.175999,-1.639619,Betton Rue de Rennes,0
792,48.182984,-1.637374,Mozart,0
793,48.186271,-1.633356,J. Sébastien Bach,0
794,48.186441,-1.633092,J. Sébastien Bach,0
795,48.18312,-1.637107,Mozart,0
796,48.175974,-1.63946,Betton Rue de Rennes,0
797,48.18162,-1.639271,Betton Centre,0
798,48.18499,-1.65024,Mézières,0
799,48.184947,-1.649817,Mézières,0
800,48.183888,-1.646449,Trégor,0
801,48.183594,-1.646306,Trégor,0
802,48.19085,-1.629331,Gentilhommière,0
803,48.175446,-1.662388,Chaperonnais,0
804,48.175463,-1.662268,Chaperonnais,0
805,48.183218,-1.654765,Renaudais,0
806,48.183285,-1.65463,Renaudais,0
807,48.178784,-1.660945,Pont Brand,0
808,48.17899,-1.660557,Pont Brand,0
809,48.190991,-1.628981,Gentilhommière,0
810,48.102436,-1.832289,Noë Diolé,0
811,48.100526,-1.806596,Lycée Monod,0
812,48.098908,-1.801395,Champs Freslons,0
813,48.098973,-1.796821,L'Autre Lieu,0
814,48.101535,-1.794453,Bouleaux,0
815,48.099251,-1.791133,Genêts,0
816,48.097502,-1.781275,Barberais,0
817,48.096835,-1.77559,Les Pins,0
818,48.096139,-1.764573,Pont d'Avoine,0
819,48.10389,-1.75034,Plessix Saucourt,0
820,48.103559,-1.751287,Plessix Saucourt,0
821,48.096246,-1.764714,Pont d'Avoine,0
822,48.097012,-1.776051,Les Pins,0
823,48.09768,-1.781563,Barberais,0
824,48.099309,-1.790762,Genêts,0
825,48.101845,-1.79502,Bouleaux,0
826,48.099367,-1.796733,L'Autre Lieu,0
827,48.099326,-1.802088,Champs Freslons,0
828,48.100897,-1.806904,Lycée Monod,0
829,48.102463,-1.831087,Noë Diolé,0
830,48.090998,-1.786814,Gerhoui,0
831,48.093981,-1.773941,Mahomat,0
832,48.0941,-1.774098,Mahomat,0
833,48.091379,-1.78572,Gerhoui,0
834,48.078547,-1.771361,Haut Plessis,0
835,48.080424,-1.774424,Moigné,0
836,48.08028,-1.774466,Moigné,0
837,48.078763,-1.772125,Haut Plessis,0
838,48.102407,-1.787351,Gaston Bardet,0
839,48.102271,-1.787379,Gaston Bardet,0
840,48.096488,-1.79816,Acquêts,0
841,48.09683,-1.79811,Acquêts,0
842,48.094372,-1.795752,Egalité,0
843,48.094365,-1.795556,Egalité,0
844,48.038508,-1.602504,Croix Malinge,0
845,48.043401,-1.601647,Bel Air,0
846,48.044735,-1.603959,La Poste,0
847,48.049558,-1.606153,Croix Rouge,0
848,48.049414,-1.609809,Fosse Gauchère,0
849,48.050629,-1.614982,Solidor,0
850,48.052615,-1.613836,Haute Abbaye,0
851,48.05838,-1.616486,Bretonnière,0
852,48.064138,-1.623074,Val d'Orson,0
853,48.067768,-1.625701,Garenne,0
854,48.072416,-1.628709,Hallerais,0
855,48.072287,-1.628754,Hallerais,0
856,48.067551,-1.625667,Garenne,0
857,48.06396,-1.622917,Val d'Orson,0
858,48.058944,-1.616683,Bretonnière,0
859,48.052587,-1.614072,Haute Abbaye,0
860,48.049484,-1.611106,Fosse Gauchère,0
861,48.049113,-1.606026,Croix Rouge,0
862,48.044566,-1.603907,La Poste,0
863,48.043558,-1.601784,Bel Air,0
864,48.040905,-1.602366,Vern La Touche,0
865,48.059886,-1.613109,Champ Martin,0
866,48.031385,-1.599562,Vaugon,0
867,48.031253,-1.599505,Vaugon,0
868,48.047187,-1.602518,Vern Eglise,0
869,48.045052,-1.598931,Maillardière,0
870,48.047527,-1.598567,Moulin,0
871,48.048065,-1.598577,Moulin,0
872,48.045114,-1.59861,Maillardière,0
873,48.047102,-1.602707,Vern Eglise,0
874,48.038499,-1.602145,Croix Malinge,0
875,48.049663,-1.61536,Solidor,0
876,48.038405,-1.60232,Croix Malinge,0
877,48.059068,-1.613012,Champ Martin,0
878,48.059075,-1.700988,Janais,0
879,48.06843,-1.697574,Vallon,0
880,48.059279,-1.7013,Janais,0
881,48.02908,-1.659799,Bray,0
882,48.038455,-1.670722,Molène,0
883,48.040768,-1.671907,Potiers,0
884,48.042386,-1.665537,Centre,0
885,48.044053,-1.661183,Louis Texier,0
886,48.047169,-1.661203,Petite Saudrais,0
887,48.056658,-1.663721,Croix Fleurie,0
888,48.06368,-1.66369,Mail Lancé,0
889,48.068453,-1.665713,Petit Beaulieu,0
890,48.077187,-1.661021,Hil-Bintinais,0
891,48.078644,-1.661365,Hil-Bintinais,0
892,48.068609,-1.66607,Petit Beaulieu,0
893,48.063637,-1.663952,Mail Lancé,0
894,48.055987,-1.664262,Croix Fleurie,0
895,48.047008,-1.661005,Petite Saudrais,0
896,48.044129,-1.661407,Louis Texier,0
897,48.042439,-1.66572,Centre,0
898,48.040814,-1.672158,Potiers,0
899,48.038355,-1.670616,Molène,0
900,48.028619,-1.659907,Bray,0
901,48.03955,-1.676476,Guyomerais,0
902,48.039685,-1.676723,Guyomerais,0
903,48.038446,-1.666525,Pont,0
904,48.038628,-1.66691,Pont,0
905,48.034197,-1.663402,Côteaux,0
906,48.034436,-1.663421,Côteaux,0
907,48.055865,-1.701124,Touche Tizon,0
908,48.039253,-1.680543,Monts Gaultier,0
909,48.03936,-1.679953,Monts Gaultier,0
910,48.135818,-1.693158,Grand Quartier,0
911,48.137419,-1.68861,La Plesse,0
912,48.159112,-1.676618,Ricoquais,0
913,48.159128,-1.681343,Camus,0
914,48.159027,-1.685578,Vivier Louis,0
915,48.159802,-1.692137,Pontay,0
916,48.156845,-1.687389,Uttenreuth,0
917,48.154339,-1.686723,Discalceat,0
918,48.153808,-1.691979,Paul-Emile Victor,0
919,48.151378,-1.691295,Cité des Jardins,0
920,48.150852,-1.685834,Forge,0
921,48.147437,-1.686162,Haut Trait,0
922,48.143099,-1.686451,CHP Saint-Grégoire,0
923,48.13715,-1.686401,La Plesse,1
924,48.138233,-1.686336,La Plesse,0
925,48.142967,-1.686622,CHP Saint-Grégoire,0
926,48.146946,-1.686104,Haut Trait,0
927,48.151493,-1.685839,Forge,0
928,48.151475,-1.691318,Cité des Jardins,0
